hr,holiday,workingday,temp,hum,windspeed,instant,mnth,yr,Clear to partly cloudy,Light Precipitation,Misty,cnt
21,0,1,0.68,0.79,0.1939999999999999,13745,7,1,1,0,0,352
22,0,1,0.68,0.74,0.2537,13746,7,1,1,0,0,257
23,0,1,0.66,0.83,0.1642,13747,7,1,0,0,1,147
0,0,1,0.68,0.79,0.1642,13748,8,1,1,0,0,47
1,0,1,0.66,0.83,0.0896,13749,8,1,1,0,0,33
2,0,1,0.64,0.83,0.1045,13750,8,1,1,0,0,13
3,0,1,0.64,0.83,0.1045,13751,8,1,1,0,0,7
4,0,1,0.64,0.78,0.1343,13752,8,1,0,0,1,4
5,0,1,0.64,0.78,0.1343,13753,8,1,0,0,1,49
6,0,1,0.64,0.78,0.1343,13754,8,1,1,0,0,185
7,0,1,0.64,0.83,0.1343,13755,8,1,0,0,1,487
8,0,1,0.66,0.78,0.1939999999999999,13756,8,1,0,0,1,681
9,0,1,0.68,0.74,0.0896,13757,8,1,0,0,1,350
10,0,1,0.72,0.66,0.0896,13758,8,1,1,0,0,236
11,0,1,0.76,0.58,0.0896,13759,8,1,1,0,0,234
12,0,1,0.8,0.49,0.1045,13760,8,1,1,0,0,284
13,0,1,0.8,0.52,0.1642,13761,8,1,1,0,0,280
14,0,1,0.82,0.46,0.1642,13762,8,1,1,0,0,263
15,0,1,0.82,0.46,0.1642,13763,8,1,1,0,0,295
16,0,1,0.8,0.55,0.2836,13764,8,1,1,0,0,479
17,0,1,0.8,0.49,0.1642,13765,8,1,1,0,0,837
18,0,1,0.76,0.62,0.2239,13766,8,1,0,1,0,891
19,0,1,0.74,0.66,0.2537,13767,8,1,1,0,0,652
20,0,1,0.74,0.66,0.1642,13768,8,1,1,0,0,513
21,0,1,0.72,0.7,0.1343,13769,8,1,1,0,0,320
22,0,1,0.72,0.7,0.1045,13770,8,1,1,0,0,288
23,0,1,0.7,0.74,0.0,13771,8,1,1,0,0,152
0,0,1,0.7,0.74,0.0,13772,8,1,1,0,0,63
1,0,1,0.68,0.79,0.1045,13773,8,1,1,0,0,42
2,0,1,0.66,0.83,0.0896,13774,8,1,1,0,0,11
3,0,1,0.66,0.83,0.0,13775,8,1,1,0,0,6
4,0,1,0.66,0.83,0.0,13776,8,1,1,0,0,9
5,0,1,0.66,0.89,0.1343,13777,8,1,1,0,0,41
6,0,1,0.66,0.83,0.0,13778,8,1,1,0,0,183
7,0,1,0.7,0.79,0.0,13779,8,1,1,0,0,473
8,0,1,0.72,0.74,0.1045,13780,8,1,1,0,0,739
9,0,1,0.76,0.66,0.1045,13781,8,1,1,0,0,343
10,0,1,0.8,0.55,0.0,13782,8,1,1,0,0,181
11,0,1,0.82,0.52,0.1045,13783,8,1,1,0,0,226
12,0,1,0.84,0.44,0.1343,13784,8,1,1,0,0,286
13,0,1,0.86,0.44,0.2239,13785,8,1,1,0,0,310
14,0,1,0.86,0.41,0.1343,13786,8,1,1,0,0,225
15,0,1,0.78,0.62,0.4627,13787,8,1,1,0,0,270
16,0,1,0.82,0.46,0.1939999999999999,13788,8,1,1,0,0,406
17,0,1,0.82,0.52,0.2537,13789,8,1,1,0,0,865
18,0,1,0.8,0.59,0.2239,13790,8,1,1,0,0,767
19,0,1,0.8,0.63,0.1642,13791,8,1,1,0,0,607
20,0,1,0.78,0.66,0.0,13792,8,1,1,0,0,427
21,0,1,0.76,0.66,0.2239,13793,8,1,1,0,0,342
22,0,1,0.74,0.7,0.1939999999999999,13794,8,1,1,0,0,262
23,0,1,0.72,0.7,0.2537,13795,8,1,1,0,0,177
0,0,1,0.72,0.7,0.1939999999999999,13796,8,1,1,0,0,71
1,0,1,0.7,0.74,0.1939999999999999,13797,8,1,1,0,0,43
2,0,1,0.68,0.79,0.2239,13798,8,1,1,0,0,14
3,0,1,0.68,0.79,0.2239,13799,8,1,1,0,0,6
4,0,1,0.66,0.83,0.2537,13800,8,1,1,0,0,12
5,0,1,0.66,0.83,0.1642,13801,8,1,1,0,0,37
6,0,1,0.66,0.83,0.2239,13802,8,1,1,0,0,163
7,0,1,0.7,0.74,0.1045,13803,8,1,1,0,0,421
8,0,1,0.72,0.7,0.1343,13804,8,1,1,0,0,668
9,0,1,0.74,0.66,0.1045,13805,8,1,0,0,1,396
10,0,1,0.8,0.52,0.1939999999999999,13806,8,1,0,0,1,249
11,0,1,0.84,0.49,0.2836,13807,8,1,0,0,1,263
12,0,1,0.86,0.5,0.2985,13808,8,1,0,0,1,338
13,0,1,0.86,0.47,0.2836,13809,8,1,0,0,1,345
14,0,1,0.86,0.44,0.2537,13810,8,1,0,0,1,331
15,0,1,0.88,0.42,0.2537,13811,8,1,1,0,0,380
16,0,1,0.86,0.41,0.2239,13812,8,1,0,0,1,492
17,0,1,0.84,0.53,0.2836,13813,8,1,0,0,1,741
18,0,1,0.82,0.59,0.2537,13814,8,1,0,0,1,671
19,0,1,0.8,0.63,0.2239,13815,8,1,0,0,1,469
20,0,1,0.78,0.66,0.2239,13816,8,1,0,0,1,389
21,0,1,0.76,0.66,0.1939999999999999,13817,8,1,0,0,1,278
22,0,1,0.76,0.7,0.2537,13818,8,1,1,0,0,202
23,0,1,0.74,0.79,0.1343,13819,8,1,1,0,0,196
0,0,0,0.74,0.79,0.1642,13820,8,1,1,0,0,161
1,0,0,0.72,0.84,0.1939999999999999,13821,8,1,1,0,0,122
2,0,0,0.72,0.84,0.1343,13822,8,1,1,0,0,84
3,0,0,0.72,0.84,0.1343,13823,8,1,1,0,0,30
4,0,0,0.72,0.79,0.1939999999999999,13824,8,1,1,0,0,13
5,0,0,0.7,0.84,0.2239,13825,8,1,1,0,0,17
6,0,0,0.7,0.84,0.2239,13826,8,1,1,0,0,49
7,0,0,0.72,0.77,0.1642,13827,8,1,1,0,0,67
8,0,0,0.74,0.72,0.1939999999999999,13828,8,1,1,0,0,181
9,0,0,0.78,0.65,0.2239,13829,8,1,1,0,0,278
10,0,0,0.82,0.57,0.1939999999999999,13830,8,1,1,0,0,396
11,0,0,0.86,0.47,0.2537,13831,8,1,1,0,0,470
12,0,0,0.86,0.4,0.3582,13832,8,1,1,0,0,547
13,0,0,0.88,0.42,0.2985,13833,8,1,1,0,0,527
14,0,0,0.88,0.4,0.3881,13834,8,1,1,0,0,472
15,0,0,0.88,0.42,0.4179,13835,8,1,1,0,0,489
16,0,0,0.9,0.39,0.2985,13836,8,1,1,0,0,450
17,0,0,0.88,0.37,0.2985,13837,8,1,1,0,0,492
18,0,0,0.86,0.41,0.3284,13838,8,1,1,0,0,490
19,0,0,0.82,0.52,0.3582,13839,8,1,1,0,0,397
20,0,0,0.82,0.52,0.2985,13840,8,1,1,0,0,312
21,0,0,0.8,0.59,0.2537,13841,8,1,1,0,0,289
22,0,0,0.76,0.66,0.2836,13842,8,1,1,0,0,269
23,0,0,0.76,0.66,0.2985,13843,8,1,1,0,0,222
0,0,0,0.74,0.7,0.2836,13844,8,1,1,0,0,153
1,0,0,0.74,0.7,0.2537,13845,8,1,1,0,0,87
2,0,0,0.74,0.7,0.2985,13846,8,1,1,0,0,73
3,0,0,0.72,0.74,0.2537,13847,8,1,1,0,0,41
4,0,0,0.72,0.74,0.2537,13848,8,1,1,0,0,14
5,0,0,0.72,0.74,0.2537,13849,8,1,1,0,0,19
6,0,0,0.72,0.79,0.2537,13850,8,1,1,0,0,19
7,0,0,0.74,0.74,0.2985,13851,8,1,1,0,0,68
8,0,0,0.76,0.66,0.3284,13852,8,1,1,0,0,108
9,0,0,0.8,0.59,0.3582,13853,8,1,1,0,0,229
10,0,0,0.8,0.59,0.4179,13854,8,1,1,0,0,364
11,0,0,0.82,0.56,0.4179,13855,8,1,1,0,0,437
12,0,0,0.86,0.47,0.5224,13856,8,1,1,0,0,491
13,0,0,0.88,0.44,0.4627,13857,8,1,1,0,0,523
14,0,0,0.9,0.42,0.4627,13858,8,1,1,0,0,526
15,0,0,0.9,0.37,0.5224,13859,8,1,1,0,0,450
16,0,0,0.82,0.46,0.2537,13860,8,1,1,0,0,421
17,0,0,0.82,0.46,0.2537,13861,8,1,1,0,0,382
18,0,0,0.7,0.74,0.1343,13862,8,1,0,1,0,229
19,0,0,0.7,0.84,0.2239,13863,8,1,1,0,0,185
20,0,0,0.7,0.84,0.1045,13864,8,1,1,0,0,193
21,0,0,0.72,0.79,0.1045,13865,8,1,1,0,0,208
22,0,0,0.72,0.79,0.0896,13866,8,1,1,0,0,157
23,0,0,0.72,0.79,0.1642,13867,8,1,0,0,1,87
0,0,1,0.72,0.79,0.0,13868,8,1,0,0,1,33
1,0,1,0.72,0.79,0.0896,13869,8,1,1,0,0,11
2,0,1,0.72,0.79,0.1343,13870,8,1,0,0,1,5
3,0,1,0.72,0.79,0.0896,13871,8,1,0,1,0,5
4,0,1,0.72,0.74,0.1343,13872,8,1,0,0,1,11
5,0,1,0.7,0.79,0.1939999999999999,13873,8,1,1,0,0,25
6,0,1,0.7,0.79,0.2239,13874,8,1,0,0,1,141
7,0,1,0.72,0.7,0.1939999999999999,13875,8,1,0,1,0,407
8,0,1,0.7,0.79,0.0,13876,8,1,0,0,1,605
9,0,1,0.7,0.79,0.1642,13877,8,1,0,1,0,276
10,0,1,0.74,0.7,0.2239,13878,8,1,1,0,0,213
11,0,1,0.76,0.66,0.1343,13879,8,1,1,0,0,260
12,0,1,0.78,0.55,0.0896,13880,8,1,0,0,1,285
13,0,1,0.8,0.49,0.2239,13881,8,1,1,0,0,289
14,0,1,0.82,0.46,0.0,13882,8,1,1,0,0,287
15,0,1,0.82,0.46,0.1343,13883,8,1,1,0,0,274
16,0,1,0.84,0.41,0.1045,13884,8,1,1,0,0,451
17,0,1,0.82,0.41,0.0,13885,8,1,1,0,0,858
18,0,1,0.82,0.41,0.1343,13886,8,1,1,0,0,843
19,0,1,0.78,0.59,0.1939999999999999,13887,8,1,1,0,0,640
20,0,1,0.76,0.66,0.1642,13888,8,1,1,0,0,457
21,0,1,0.74,0.7,0.1939999999999999,13889,8,1,1,0,0,317
22,0,1,0.74,0.7,0.0896,13890,8,1,1,0,0,207
23,0,1,0.72,0.74,0.1939999999999999,13891,8,1,1,0,0,113
0,0,1,0.7,0.84,0.1939999999999999,13892,8,1,1,0,0,47
1,0,1,0.7,0.84,0.1343,13893,8,1,1,0,0,18
2,0,1,0.7,0.84,0.1343,13894,8,1,1,0,0,13
3,0,1,0.7,0.84,0.0,13895,8,1,1,0,0,6
4,0,1,0.68,0.83,0.1343,13896,8,1,1,0,0,9
5,0,1,0.7,0.79,0.1045,13897,8,1,1,0,0,36
6,0,1,0.7,0.79,0.1939999999999999,13898,8,1,0,0,1,179
7,0,1,0.7,0.74,0.1343,13899,8,1,0,0,1,502
8,0,1,0.7,0.7,0.1642,13900,8,1,0,0,1,705
9,0,1,0.7,0.74,0.1343,13901,8,1,0,0,1,327
10,0,1,0.74,0.7,0.1343,13902,8,1,0,0,1,250
11,0,1,0.76,0.66,0.0896,13903,8,1,0,0,1,214
12,0,1,0.8,0.55,0.1343,13904,8,1,0,0,1,283
13,0,1,0.8,0.52,0.1939999999999999,13905,8,1,0,0,1,253
14,0,1,0.82,0.46,0.0,13906,8,1,0,0,1,261
15,0,1,0.8,0.52,0.0,13907,8,1,1,0,0,306
16,0,1,0.76,0.66,0.2836,13908,8,1,0,1,0,445
17,0,1,0.78,0.62,0.1343,13909,8,1,0,0,1,868
18,0,1,0.76,0.62,0.1642,13910,8,1,0,0,1,814
19,0,1,0.76,0.66,0.1045,13911,8,1,0,0,1,610
20,0,1,0.74,0.7,0.1343,13912,8,1,0,0,1,448
21,0,1,0.72,0.74,0.0,13913,8,1,0,0,1,317
22,0,1,0.72,0.74,0.1045,13914,8,1,1,0,0,224
23,0,1,0.72,0.79,0.0,13915,8,1,1,0,0,138
0,0,1,0.7,0.84,0.0,13916,8,1,1,0,0,58
1,0,1,0.72,0.79,0.0,13917,8,1,1,0,0,23
2,0,1,0.7,0.84,0.0,13918,8,1,1,0,0,6
3,0,1,0.7,0.84,0.0,13919,8,1,1,0,0,7
4,0,1,0.7,0.84,0.0,13920,8,1,1,0,0,7
5,0,1,0.68,0.89,0.1642,13921,8,1,0,0,1,43
6,0,1,0.7,0.84,0.1642,13922,8,1,0,0,1,173
7,0,1,0.7,0.84,0.1642,13923,8,1,0,0,1,482
8,0,1,0.74,0.72,0.0896,13924,8,1,0,0,1,737
9,0,1,0.76,0.66,0.0,13925,8,1,0,0,1,341
10,0,1,0.8,0.52,0.1343,13926,8,1,0,0,1,214
11,0,1,0.8,0.52,0.0,13927,8,1,0,0,1,239
12,0,1,0.8,0.52,0.0,13928,8,1,0,0,1,280
13,0,1,0.8,0.52,0.0,13929,8,1,0,0,1,313
14,0,1,0.8,0.52,0.2537,13930,8,1,0,0,1,236
15,0,1,0.84,0.44,0.1939999999999999,13931,8,1,0,0,1,278
16,0,1,0.8,0.49,0.2836,13932,8,1,0,0,1,441
17,0,1,0.8,0.55,0.2836,13933,8,1,0,0,1,858
18,0,1,0.78,0.55,0.1642,13934,8,1,0,0,1,862
19,0,1,0.76,0.66,0.2239,13935,8,1,1,0,0,686
20,0,1,0.74,0.66,0.1939999999999999,13936,8,1,1,0,0,500
21,0,1,0.74,0.66,0.1045,13937,8,1,1,0,0,381
22,0,1,0.72,0.74,0.1045,13938,8,1,1,0,0,233
23,0,1,0.72,0.7,0.1343,13939,8,1,1,0,0,136
0,0,1,0.72,0.74,0.1939999999999999,13940,8,1,1,0,0,67
1,0,1,0.7,0.79,0.1343,13941,8,1,1,0,0,28
2,0,1,0.7,0.84,0.0896,13942,8,1,1,0,0,14
3,0,1,0.68,0.83,0.0896,13943,8,1,1,0,0,6
4,0,1,0.68,0.89,0.1343,13944,8,1,0,0,1,10
5,0,1,0.66,0.94,0.0,13945,8,1,0,0,1,41
6,0,1,0.66,0.83,0.1642,13946,8,1,1,0,0,167
7,0,1,0.7,0.84,0.1642,13947,8,1,0,0,1,475
8,0,1,0.72,0.74,0.1045,13948,8,1,1,0,0,698
9,0,1,0.76,0.66,0.1642,13949,8,1,1,0,0,353
10,0,1,0.8,0.55,0.2239,13950,8,1,1,0,0,205
11,0,1,0.84,0.44,0.0,13951,8,1,1,0,0,260
12,0,1,0.84,0.44,0.1045,13952,8,1,1,0,0,277
13,0,1,0.86,0.41,0.1045,13953,8,1,1,0,0,281
14,0,1,0.88,0.32,0.2239,13954,8,1,1,0,0,247
15,0,1,0.88,0.32,0.2239,13955,8,1,1,0,0,267
16,0,1,0.86,0.39,0.2537,13956,8,1,1,0,0,417
17,0,1,0.86,0.36,0.2537,13957,8,1,1,0,0,810
18,0,1,0.82,0.46,0.2537,13958,8,1,0,0,1,811
19,0,1,0.8,0.55,0.1939999999999999,13959,8,1,1,0,0,623
20,0,1,0.7,0.54,0.2836,13960,8,1,1,0,0,478
21,0,1,0.7,0.58,0.1642,13961,8,1,0,0,1,336
22,0,1,0.66,0.69,0.2239,13962,8,1,0,0,1,259
23,0,1,0.66,0.74,0.0,13963,8,1,1,0,0,156
0,0,1,0.7,0.65,0.0896,13964,8,1,1,0,0,85
1,0,1,0.7,0.65,0.1045,13965,8,1,1,0,0,41
2,0,1,0.7,0.74,0.1642,13966,8,1,1,0,0,20
3,0,1,0.72,0.79,0.1939999999999999,13967,8,1,0,0,1,9
4,0,1,0.7,0.84,0.2836,13968,8,1,0,1,0,7
5,0,1,0.7,0.84,0.2836,13969,8,1,0,1,0,33
6,0,1,0.64,0.89,0.2985,13970,8,1,0,1,0,44
7,0,1,0.64,0.89,0.1045,13971,8,1,0,1,0,133
8,0,1,0.62,0.91,0.1642,13972,8,1,0,1,0,119
9,0,1,0.64,0.89,0.0,13973,8,1,0,0,1,220
10,0,1,0.66,0.89,0.1045,13974,8,1,1,0,0,193
11,0,1,0.68,0.79,0.1343,13975,8,1,0,1,0,251
12,0,1,0.74,0.66,0.3582,13976,8,1,0,0,1,315
13,0,1,0.76,0.58,0.3582,13977,8,1,0,0,1,290
14,0,1,0.76,0.58,0.3582,13978,8,1,1,0,0,307
15,0,1,0.8,0.52,0.4478,13979,8,1,1,0,0,324
16,0,1,0.78,0.55,0.2985,13980,8,1,1,0,0,467
17,0,1,0.8,0.52,0.2836,13981,8,1,1,0,0,730
18,0,1,0.76,0.62,0.2985,13982,8,1,1,0,0,640
19,0,1,0.76,0.62,0.2836,13983,8,1,1,0,0,492
20,0,1,0.74,0.66,0.2985,13984,8,1,1,0,0,370
21,0,1,0.74,0.66,0.2537,13985,8,1,1,0,0,286
22,0,1,0.72,0.74,0.2836,13986,8,1,1,0,0,218
23,0,1,0.72,0.7,0.2836,13987,8,1,1,0,0,192
0,0,0,0.7,0.7,0.2836,13988,8,1,1,0,0,180
1,0,0,0.66,0.74,0.2239,13989,8,1,1,0,0,116
2,0,0,0.64,0.78,0.1939999999999999,13990,8,1,0,1,0,85
3,0,0,0.62,0.83,0.1642,13991,8,1,0,1,0,21
4,0,0,0.62,0.83,0.1045,13992,8,1,1,0,0,10
5,0,0,0.62,0.88,0.1045,13993,8,1,1,0,0,11
6,0,0,0.62,0.88,0.1045,13994,8,1,0,0,1,23
7,0,0,0.64,0.83,0.0896,13995,8,1,1,0,0,62
8,0,0,0.66,0.83,0.1045,13996,8,1,1,0,0,162
9,0,0,0.68,0.79,0.1939999999999999,13997,8,1,1,0,0,271
10,0,0,0.72,0.62,0.0896,13998,8,1,1,0,0,407
11,0,0,0.74,0.66,0.1642,13999,8,1,1,0,0,499
12,0,0,0.76,0.58,0.2239,14000,8,1,1,0,0,546
13,0,0,0.8,0.49,0.3582,14001,8,1,1,0,0,569
14,0,0,0.8,0.49,0.2985,14002,8,1,1,0,0,538
15,0,0,0.8,0.46,0.2836,14003,8,1,1,0,0,562
16,0,0,0.8,0.46,0.2985,14004,8,1,1,0,0,531
17,0,0,0.74,0.66,0.3582,14005,8,1,0,1,0,512
18,0,0,0.7,0.74,0.2985,14006,8,1,0,0,1,300
19,0,0,0.66,0.89,0.1045,14007,8,1,0,0,1,275
20,0,0,0.66,0.89,0.4179,14008,8,1,0,1,0,160
21,0,0,0.66,0.89,0.1642,14009,8,1,0,0,1,128
22,0,0,0.66,0.89,0.1642,14010,8,1,0,0,1,168
23,0,0,0.66,0.78,0.1642,14011,8,1,0,1,0,163
0,0,0,0.64,0.73,0.1343,14012,8,1,0,0,1,120
1,0,0,0.62,0.78,0.1343,14013,8,1,1,0,0,113
2,0,0,0.64,0.69,0.1343,14014,8,1,1,0,0,86
3,0,0,0.62,0.73,0.0896,14015,8,1,1,0,0,48
4,0,0,0.64,0.69,0.0896,14016,8,1,1,0,0,10
5,0,0,0.64,0.61,0.1939999999999999,14017,8,1,1,0,0,10
6,0,0,0.64,0.65,0.1642,14018,8,1,1,0,0,16
7,0,0,0.64,0.65,0.1343,14019,8,1,1,0,0,39
8,0,0,0.66,0.54,0.2239,14020,8,1,1,0,0,119
9,0,0,0.7,0.48,0.2239,14021,8,1,1,0,0,217
10,0,0,0.7,0.51,0.1642,14022,8,1,1,0,0,328
11,0,0,0.74,0.42,0.1642,14023,8,1,1,0,0,449
12,0,0,0.74,0.42,0.1939999999999999,14024,8,1,1,0,0,505
13,0,0,0.78,0.4,0.0,14025,8,1,1,0,0,543
14,0,0,0.76,0.4,0.1939999999999999,14026,8,1,1,0,0,579
15,0,0,0.76,0.4,0.1343,14027,8,1,1,0,0,577
16,0,0,0.76,0.4,0.1045,14028,8,1,1,0,0,513
17,0,0,0.8,0.33,0.0,14029,8,1,1,0,0,505
18,0,0,0.78,0.35,0.1045,14030,8,1,1,0,0,491
19,0,0,0.74,0.4,0.1343,14031,8,1,1,0,0,465
20,0,0,0.72,0.45,0.0,14032,8,1,1,0,0,300
21,0,0,0.72,0.51,0.0896,14033,8,1,1,0,0,220
22,0,0,0.7,0.58,0.1343,14034,8,1,1,0,0,181
23,0,0,0.68,0.61,0.0,14035,8,1,1,0,0,110
0,0,1,0.66,0.65,0.1045,14036,8,1,1,0,0,47
1,0,1,0.66,0.65,0.0896,14037,8,1,1,0,0,14
2,0,1,0.64,0.69,0.1045,14038,8,1,1,0,0,9
3,0,1,0.64,0.69,0.0,14039,8,1,1,0,0,6
4,0,1,0.64,0.69,0.1045,14040,8,1,1,0,0,11
5,0,1,0.64,0.69,0.1045,14041,8,1,1,0,0,36
6,0,1,0.62,0.73,0.0896,14042,8,1,1,0,0,159
7,0,1,0.66,0.65,0.1343,14043,8,1,1,0,0,436
8,0,1,0.72,0.51,0.0896,14044,8,1,0,0,1,673
9,0,1,0.74,0.45,0.0,14045,8,1,0,0,1,305
10,0,1,0.76,0.4,0.0,14046,8,1,0,0,1,199
11,0,1,0.76,0.4,0.0896,14047,8,1,1,0,0,245
12,0,1,0.78,0.4,0.1939999999999999,14048,8,1,1,0,0,276
13,0,1,0.78,0.4,0.1642,14049,8,1,1,0,0,254
14,0,1,0.8,0.33,0.1045,14050,8,1,1,0,0,248
15,0,1,0.82,0.34,0.2239,14051,8,1,1,0,0,274
16,0,1,0.8,0.36,0.0896,14052,8,1,1,0,0,464
17,0,1,0.8,0.36,0.1642,14053,8,1,1,0,0,818
18,0,1,0.76,0.52,0.2836,14054,8,1,1,0,0,812
19,0,1,0.74,0.58,0.1642,14055,8,1,1,0,0,555
20,0,1,0.74,0.62,0.2239,14056,8,1,1,0,0,432
21,0,1,0.72,0.66,0.1939999999999999,14057,8,1,1,0,0,290
22,0,1,0.72,0.62,0.3284,14058,8,1,1,0,0,192
23,0,1,0.7,0.7,0.2239,14059,8,1,1,0,0,128
0,0,1,0.7,0.74,0.2239,14060,8,1,1,0,0,60
1,0,1,0.68,0.79,0.2537,14061,8,1,1,0,0,27
2,0,1,0.68,0.83,0.1939999999999999,14062,8,1,0,0,1,11
3,0,1,0.68,0.83,0.1939999999999999,14063,8,1,0,0,1,3
4,0,1,0.68,0.83,0.1939999999999999,14064,8,1,0,0,1,5
5,0,1,0.68,0.89,0.1939999999999999,14065,8,1,0,0,1,36
6,0,1,0.64,0.83,0.1939999999999999,14066,8,1,0,1,0,64
7,0,1,0.66,0.83,0.0896,14067,8,1,0,0,1,179
8,0,1,0.66,0.89,0.0896,14068,8,1,0,0,1,618
9,0,1,0.7,0.74,0.0,14069,8,1,0,0,1,402
10,0,1,0.7,0.79,0.1045,14070,8,1,1,0,0,208
11,0,1,0.74,0.62,0.0,14071,8,1,1,0,0,196
12,0,1,0.78,0.49,0.1343,14072,8,1,1,0,0,300
13,0,1,0.8,0.46,0.0896,14073,8,1,1,0,0,286
14,0,1,0.82,0.41,0.2239,14074,8,1,1,0,0,255
15,0,1,0.82,0.46,0.2239,14075,8,1,1,0,0,283
16,0,1,0.82,0.43,0.2239,14076,8,1,1,0,0,458
17,0,1,0.76,0.66,0.2537,14077,8,1,0,1,0,812
18,0,1,0.76,0.62,0.2836,14078,8,1,1,0,0,854
19,0,1,0.76,0.66,0.1939999999999999,14079,8,1,1,0,0,627
20,0,1,0.74,0.74,0.2239,14080,8,1,1,0,0,436
21,0,1,0.74,0.62,0.2239,14081,8,1,1,0,0,308
22,0,1,0.72,0.66,0.0896,14082,8,1,1,0,0,189
23,0,1,0.72,0.66,0.1642,14083,8,1,1,0,0,167
0,0,1,0.7,0.61,0.1939999999999999,14084,8,1,1,0,0,60
1,0,1,0.7,0.61,0.0,14085,8,1,1,0,0,37
2,0,1,0.68,0.65,0.0,14086,8,1,1,0,0,8
3,0,1,0.66,0.74,0.1045,14087,8,1,1,0,0,11
4,0,1,0.64,0.83,0.1045,14088,8,1,1,0,0,4
5,0,1,0.64,0.78,0.1045,14089,8,1,1,0,0,39
6,0,1,0.64,0.78,0.1045,14090,8,1,1,0,0,172
7,0,1,0.66,0.69,0.1939999999999999,14091,8,1,0,0,1,492
8,0,1,0.7,0.65,0.2836,14092,8,1,0,0,1,682
9,0,1,0.72,0.62,0.1939999999999999,14093,8,1,0,0,1,367
10,0,1,0.72,0.62,0.1939999999999999,14094,8,1,0,0,1,233
11,0,1,0.74,0.58,0.1939999999999999,14095,8,1,0,0,1,235
12,0,1,0.74,0.55,0.2239,14096,8,1,1,0,0,307
13,0,1,0.78,0.49,0.1939999999999999,14097,8,1,0,0,1,294
14,0,1,0.76,0.52,0.2985,14098,8,1,0,0,1,255
15,0,1,0.76,0.52,0.2537,14099,8,1,1,0,0,266
16,0,1,0.76,0.48,0.1939999999999999,14100,8,1,1,0,0,431
17,0,1,0.74,0.55,0.2836,14101,8,1,1,0,0,851
18,0,1,0.74,0.51,0.2239,14102,8,1,1,0,0,848
19,0,1,0.7,0.61,0.1343,14103,8,1,1,0,0,649
20,0,1,0.7,0.61,0.1343,14104,8,1,1,0,0,427
21,0,1,0.7,0.61,0.1939999999999999,14105,8,1,1,0,0,315
22,0,1,0.7,0.61,0.1642,14106,8,1,1,0,0,226
23,0,1,0.68,0.65,0.1045,14107,8,1,1,0,0,138
0,0,1,0.66,0.69,0.0,14108,8,1,1,0,0,76
1,0,1,0.64,0.73,0.0,14109,8,1,1,0,0,21
2,0,1,0.64,0.69,0.1939999999999999,14110,8,1,1,0,0,15
3,0,1,0.62,0.73,0.2537,14111,8,1,1,0,0,4
4,0,1,0.62,0.73,0.2239,14112,8,1,1,0,0,5
5,0,1,0.6,0.78,0.1642,14113,8,1,1,0,0,37
