hr,holiday,workingday,temp,hum,windspeed,instant,mnth,yr,Clear to partly cloudy,Light Precipitation,Misty,cnt
6,0,1,0.6,0.78,0.1642,14114,8,1,1,0,0,165
7,0,1,0.64,0.69,0.2239,14115,8,1,1,0,0,464
8,0,1,0.68,0.61,0.1939999999999999,14116,8,1,1,0,0,682
9,0,1,0.72,0.54,0.1045,14117,8,1,1,0,0,337
10,0,1,0.74,0.48,0.1343,14118,8,1,1,0,0,199
11,0,1,0.76,0.37,0.0896,14119,8,1,1,0,0,274
12,0,1,0.8,0.33,0.1045,14120,8,1,1,0,0,343
13,0,1,0.8,0.31,0.2239,14121,8,1,1,0,0,300
14,0,1,0.82,0.32,0.0,14122,8,1,1,0,0,248
15,0,1,0.8,0.33,0.2537,14123,8,1,1,0,0,260
16,0,1,0.82,0.32,0.2239,14124,8,1,1,0,0,419
17,0,1,0.82,0.34,0.1939999999999999,14125,8,1,1,0,0,897
18,0,1,0.8,0.36,0.0,14126,8,1,1,0,0,832
19,0,1,0.76,0.4,0.1045,14127,8,1,1,0,0,677
20,0,1,0.76,0.4,0.0896,14128,8,1,1,0,0,514
21,0,1,0.74,0.48,0.1939999999999999,14129,8,1,1,0,0,356
22,0,1,0.72,0.51,0.1642,14130,8,1,1,0,0,254
23,0,1,0.7,0.54,0.1045,14131,8,1,1,0,0,226
0,0,1,0.68,0.57,0.1642,14132,8,1,1,0,0,88
1,0,1,0.66,0.65,0.1045,14133,8,1,1,0,0,54
2,0,1,0.66,0.61,0.1343,14134,8,1,1,0,0,19
3,0,1,0.64,0.65,0.1045,14135,8,1,1,0,0,6
4,0,1,0.64,0.73,0.1642,14136,8,1,1,0,0,9
5,0,1,0.64,0.73,0.1045,14137,8,1,1,0,0,36
6,0,1,0.62,0.78,0.1343,14138,8,1,1,0,0,157
7,0,1,0.64,0.73,0.1045,14139,8,1,1,0,0,379
8,0,1,0.68,0.65,0.1343,14140,8,1,1,0,0,668
9,0,1,0.7,0.58,0.1045,14141,8,1,1,0,0,378
10,0,1,0.74,0.55,0.1642,14142,8,1,1,0,0,231
11,0,1,0.76,0.52,0.2836,14143,8,1,1,0,0,303
12,0,1,0.82,0.41,0.2239,14144,8,1,1,0,0,365
13,0,1,0.84,0.36,0.3881,14145,8,1,1,0,0,357
14,0,1,0.86,0.34,0.4179,14146,8,1,1,0,0,328
15,0,1,0.86,0.3,0.4627,14147,8,1,1,0,0,383
16,0,1,0.84,0.32,0.4478,14148,8,1,0,0,1,488
17,0,1,0.82,0.36,0.3284,14149,8,1,1,0,0,791
18,0,1,0.82,0.38,0.2537,14150,8,1,0,0,1,669
19,0,1,0.74,0.55,0.3881,14151,8,1,0,0,1,491
20,0,1,0.72,0.58,0.2239,14152,8,1,0,0,1,359
21,0,1,0.68,0.69,0.2985,14153,8,1,0,0,1,255
22,0,1,0.66,0.83,0.1939999999999999,14154,8,1,0,1,0,213
23,0,1,0.64,0.83,0.2239,14155,8,1,0,1,0,121
0,0,0,0.64,0.83,0.2239,14156,8,1,0,0,1,105
1,0,0,0.62,0.94,0.1642,14157,8,1,0,1,0,92
2,0,0,0.62,0.88,0.1642,14158,8,1,0,1,0,43
3,0,0,0.62,0.88,0.1939999999999999,14159,8,1,1,0,0,30
4,0,0,0.62,0.73,0.2239,14160,8,1,1,0,0,13
5,0,0,0.6,0.78,0.2537,14161,8,1,1,0,0,9
6,0,0,0.6,0.83,0.2239,14162,8,1,1,0,0,27
7,0,0,0.6,0.83,0.2239,14163,8,1,1,0,0,64
8,0,0,0.64,0.69,0.2537,14164,8,1,1,0,0,189
9,0,0,0.66,0.65,0.2836,14165,8,1,1,0,0,292
10,0,0,0.7,0.54,0.1642,14166,8,1,1,0,0,480
11,0,0,0.72,0.51,0.0,14167,8,1,1,0,0,536
12,0,0,0.76,0.37,0.1939999999999999,14168,8,1,1,0,0,654
13,0,0,0.74,0.4,0.1939999999999999,14169,8,1,1,0,0,644
14,0,0,0.76,0.37,0.2836,14170,8,1,1,0,0,598
15,0,0,0.76,0.37,0.2239,14171,8,1,1,0,0,596
16,0,0,0.76,0.37,0.2537,14172,8,1,1,0,0,641
17,0,0,0.76,0.37,0.2239,14173,8,1,1,0,0,635
18,0,0,0.74,0.37,0.1642,14174,8,1,1,0,0,554
19,0,0,0.7,0.45,0.1642,14175,8,1,1,0,0,488
20,0,0,0.7,0.45,0.1045,14176,8,1,1,0,0,341
21,0,0,0.66,0.61,0.0,14177,8,1,1,0,0,338
22,0,0,0.66,0.61,0.0,14178,8,1,1,0,0,261
23,0,0,0.64,0.65,0.0896,14179,8,1,1,0,0,235
0,0,0,0.66,0.57,0.0896,14180,8,1,1,0,0,187
1,0,0,0.64,0.65,0.0,14181,8,1,1,0,0,131
2,0,0,0.62,0.69,0.0896,14182,8,1,0,0,1,119
3,0,0,0.62,0.61,0.1642,14183,8,1,0,0,1,55
4,0,0,0.62,0.65,0.1642,14184,8,1,0,0,1,26
5,0,0,0.6,0.73,0.1343,14185,8,1,0,0,1,11
6,0,0,0.62,0.69,0.1045,14186,8,1,0,0,1,20
7,0,0,0.62,0.69,0.1343,14187,8,1,0,0,1,41
8,0,0,0.64,0.69,0.1045,14188,8,1,0,0,1,124
9,0,0,0.66,0.74,0.0,14189,8,1,0,0,1,270
10,0,0,0.68,0.69,0.0,14190,8,1,0,0,1,425
11,0,0,0.64,0.78,0.1642,14191,8,1,0,1,0,272
12,0,0,0.64,0.73,0.0,14192,8,1,0,1,0,298
13,0,0,0.64,0.83,0.1343,14193,8,1,0,1,0,162
14,0,0,0.64,0.73,0.0,14194,8,1,0,1,0,149
15,0,0,0.64,0.65,0.0,14195,8,1,0,0,1,276
16,0,0,0.66,0.65,0.0,14196,8,1,0,0,1,356
17,0,0,0.64,0.78,0.1045,14197,8,1,0,0,1,343
18,0,0,0.64,0.78,0.1045,14198,8,1,0,0,1,377
19,0,0,0.64,0.73,0.1343,14199,8,1,0,0,1,341
20,0,0,0.64,0.73,0.1939999999999999,14200,8,1,0,0,1,274
21,0,0,0.62,0.78,0.0896,14201,8,1,0,1,0,190
22,0,0,0.62,0.78,0.1642,14202,8,1,0,0,1,56
23,0,0,0.62,0.73,0.0,14203,8,1,0,0,1,46
0,0,1,0.6,0.83,0.1045,14204,8,1,0,0,1,26
1,0,1,0.6,0.83,0.1642,14205,8,1,1,0,0,10
2,0,1,0.6,0.83,0.1642,14206,8,1,1,0,0,5
3,0,1,0.6,0.88,0.1045,14207,8,1,1,0,0,3
4,0,1,0.6,0.83,0.0896,14208,8,1,0,0,1,7
5,0,1,0.6,0.83,0.0,14209,8,1,0,0,1,37
6,0,1,0.6,0.78,0.1343,14210,8,1,0,0,1,161
7,0,1,0.62,0.78,0.1343,14211,8,1,0,0,1,442
8,0,1,0.62,0.73,0.1045,14212,8,1,0,0,1,655
9,0,1,0.64,0.69,0.0,14213,8,1,0,0,1,357
10,0,1,0.64,0.69,0.0896,14214,8,1,0,0,1,193
11,0,1,0.66,0.65,0.1045,14215,8,1,1,0,0,241
12,0,1,0.66,0.61,0.1045,14216,8,1,0,0,1,282
13,0,1,0.7,0.58,0.1343,14217,8,1,1,0,0,291
14,0,1,0.72,0.54,0.1642,14218,8,1,1,0,0,275
15,0,1,0.72,0.54,0.2537,14219,8,1,1,0,0,309
16,0,1,0.72,0.54,0.2537,14220,8,1,1,0,0,460
17,0,1,0.7,0.58,0.2836,14221,8,1,1,0,0,893
18,0,1,0.62,0.78,0.2537,14222,8,1,0,0,1,815
19,0,1,0.62,0.78,0.1939999999999999,14223,8,1,0,0,1,299
20,0,1,0.62,0.83,0.2836,14224,8,1,0,0,1,261
21,0,1,0.6,0.83,0.0,14225,8,1,1,0,0,245
22,0,1,0.6,0.83,0.0,14226,8,1,0,0,1,161
23,0,1,0.6,0.83,0.0,14227,8,1,0,0,1,102
0,0,1,0.6,0.83,0.0896,14228,8,1,0,0,1,59
1,0,1,0.6,0.83,0.1343,14229,8,1,0,0,1,33
2,0,1,0.58,0.88,0.2836,14230,8,1,0,0,1,8
3,0,1,0.56,0.88,0.0,14231,8,1,1,0,0,3
4,0,1,0.56,0.88,0.0,14232,8,1,1,0,0,4
5,0,1,0.56,0.83,0.0896,14233,8,1,1,0,0,34
6,0,1,0.56,0.83,0.1045,14234,8,1,1,0,0,169
7,0,1,0.6,0.78,0.1045,14235,8,1,1,0,0,519
8,0,1,0.6,0.78,0.1343,14236,8,1,1,0,0,723
9,0,1,0.64,0.69,0.0,14237,8,1,1,0,0,328
10,0,1,0.66,0.61,0.1045,14238,8,1,1,0,0,178
11,0,1,0.7,0.54,0.0,14239,8,1,1,0,0,256
12,0,1,0.72,0.45,0.0,14240,8,1,1,0,0,305
13,0,1,0.74,0.4,0.0,14241,8,1,1,0,0,331
14,0,1,0.76,0.37,0.0896,14242,8,1,1,0,0,302
15,0,1,0.76,0.37,0.0,14243,8,1,1,0,0,302
16,0,1,0.76,0.37,0.0,14244,8,1,1,0,0,467
17,0,1,0.74,0.51,0.2836,14245,8,1,1,0,0,878
18,0,1,0.72,0.54,0.2239,14246,8,1,1,0,0,625
19,0,1,0.62,0.73,0.1045,14247,8,1,0,1,0,476
20,0,1,0.64,0.73,0.0,14248,8,1,1,0,0,358
21,0,1,0.64,0.73,0.0,14249,8,1,1,0,0,280
22,0,1,0.64,0.78,0.0,14250,8,1,1,0,0,232
23,0,1,0.62,0.83,0.0,14251,8,1,1,0,0,136
0,0,1,0.62,0.83,0.1045,14252,8,1,1,0,0,55
1,0,1,0.62,0.78,0.0,14253,8,1,1,0,0,21
2,0,1,0.62,0.78,0.0,14254,8,1,1,0,0,17
3,0,1,0.62,0.78,0.0,14255,8,1,1,0,0,7
4,0,1,0.58,0.83,0.1045,14256,8,1,1,0,0,8
5,0,1,0.6,0.78,0.0,14257,8,1,1,0,0,40
6,0,1,0.62,0.73,0.0,14258,8,1,1,0,0,187
7,0,1,0.62,0.78,0.0,14259,8,1,1,0,0,553
8,0,1,0.64,0.73,0.0896,14260,8,1,1,0,0,740
9,0,1,0.68,0.65,0.0,14261,8,1,1,0,0,376
10,0,1,0.7,0.61,0.0896,14262,8,1,1,0,0,225
11,0,1,0.72,0.58,0.0896,14263,8,1,1,0,0,267
12,0,1,0.74,0.51,0.0,14264,8,1,1,0,0,312
13,0,1,0.76,0.48,0.1045,14265,8,1,1,0,0,316
14,0,1,0.76,0.45,0.1045,14266,8,1,1,0,0,266
15,0,1,0.76,0.48,0.1343,14267,8,1,1,0,0,316
16,0,1,0.74,0.55,0.2239,14268,8,1,0,1,0,460
17,0,1,0.74,0.55,0.2239,14269,8,1,0,1,0,783
18,0,1,0.66,0.61,0.2239,14270,8,1,0,1,0,683
19,0,1,0.66,0.74,0.0,14271,8,1,0,0,1,580
20,0,1,0.64,0.73,0.1939999999999999,14272,8,1,1,0,0,391
21,0,1,0.64,0.73,0.0,14273,8,1,1,0,0,351
22,0,1,0.64,0.73,0.0,14274,8,1,1,0,0,281
23,0,1,0.64,0.83,0.0,14275,8,1,1,0,0,140
0,0,1,0.64,0.78,0.0,14276,8,1,1,0,0,60
1,0,1,0.62,0.83,0.0,14277,8,1,1,0,0,25
2,0,1,0.62,0.83,0.0,14278,8,1,1,0,0,20
3,0,1,0.62,0.83,0.0896,14279,8,1,1,0,0,9
4,0,1,0.62,0.83,0.0,14280,8,1,1,0,0,6
5,0,1,0.62,0.83,0.0,14281,8,1,1,0,0,37
6,0,1,0.6,0.88,0.0896,14282,8,1,0,0,1,192
7,0,1,0.62,0.83,0.0896,14283,8,1,0,0,1,481
8,0,1,0.66,0.74,0.0896,14284,8,1,0,0,1,707
9,0,1,0.7,0.7,0.0,14285,8,1,0,0,1,412
10,0,1,0.74,0.58,0.0896,14286,8,1,1,0,0,233
11,0,1,0.76,0.48,0.0896,14287,8,1,1,0,0,278
12,0,1,0.78,0.38,0.0,14288,8,1,1,0,0,332
13,0,1,0.82,0.38,0.0896,14289,8,1,1,0,0,346
14,0,1,0.78,0.46,0.2239,14290,8,1,1,0,0,305
15,0,1,0.78,0.46,0.1343,14291,8,1,1,0,0,305
16,0,1,0.76,0.48,0.1642,14292,8,1,1,0,0,465
17,0,1,0.76,0.45,0.2239,14293,8,1,1,0,0,820
18,0,1,0.74,0.48,0.2239,14294,8,1,1,0,0,941
19,0,1,0.72,0.51,0.0896,14295,8,1,1,0,0,633
20,0,1,0.7,0.61,0.1045,14296,8,1,1,0,0,474
21,0,1,0.7,0.61,0.1343,14297,8,1,1,0,0,329
22,0,1,0.68,0.61,0.1045,14298,8,1,0,0,1,198
23,0,1,0.66,0.69,0.0,14299,8,1,0,0,1,157
0,0,1,0.66,0.69,0.0,14300,8,1,0,0,1,111
1,0,1,0.64,0.73,0.0,14301,8,1,0,0,1,42
2,0,1,0.66,0.69,0.0,14302,8,1,1,0,0,16
3,0,1,0.64,0.73,0.0,14303,8,1,1,0,0,8
4,0,1,0.64,0.73,0.0,14304,8,1,0,0,1,8
5,0,1,0.64,0.78,0.0,14305,8,1,1,0,0,38
6,0,1,0.62,0.83,0.0,14306,8,1,0,0,1,151
7,0,1,0.64,0.78,0.0,14307,8,1,0,0,1,425
8,0,1,0.66,0.74,0.0,14308,8,1,0,0,1,744
9,0,1,0.72,0.58,0.0,14309,8,1,0,0,1,389
10,0,1,0.76,0.48,0.0,14310,8,1,0,0,1,262
11,0,1,0.76,0.48,0.1045,14311,8,1,0,0,1,281
12,0,1,0.76,0.45,0.0896,14312,8,1,0,0,1,371
13,0,1,0.8,0.41,0.1045,14313,8,1,0,0,1,351
14,0,1,0.78,0.43,0.1045,14314,8,1,1,0,0,338
15,0,1,0.76,0.48,0.1343,14315,8,1,0,0,1,350
16,0,1,0.76,0.48,0.1343,14316,8,1,0,0,1,515
17,0,1,0.74,0.51,0.2239,14317,8,1,0,0,1,812
18,0,1,0.72,0.62,0.1939999999999999,14318,8,1,0,0,1,736
19,0,1,0.72,0.58,0.1642,14319,8,1,0,0,1,536
20,0,1,0.7,0.65,0.2239,14320,8,1,0,0,1,363
21,0,1,0.7,0.61,0.1642,14321,8,1,0,0,1,306
22,0,1,0.7,0.61,0.0,14322,8,1,0,0,1,251
23,0,1,0.68,0.69,0.0896,14323,8,1,0,0,1,178
0,0,0,0.7,0.61,0.0,14324,8,1,0,0,1,135
1,0,0,0.68,0.69,0.0,14325,8,1,0,0,1,115
2,0,0,0.66,0.74,0.0896,14326,8,1,0,0,1,79
3,0,0,0.66,0.69,0.0896,14327,8,1,1,0,0,38
4,0,0,0.66,0.69,0.1045,14328,8,1,0,0,1,12
5,0,0,0.64,0.73,0.1642,14329,8,1,0,0,1,14
6,0,0,0.64,0.78,0.1642,14330,8,1,0,0,1,30
7,0,0,0.64,0.78,0.1939999999999999,14331,8,1,0,0,1,102
8,0,0,0.66,0.74,0.2537,14332,8,1,0,0,1,162
9,0,0,0.68,0.69,0.2836,14333,8,1,0,0,1,288
10,0,0,0.7,0.65,0.2985,14334,8,1,0,0,1,442
11,0,0,0.72,0.62,0.2836,14335,8,1,0,0,1,457
12,0,0,0.72,0.54,0.3881,14336,8,1,0,1,0,584
13,0,0,0.72,0.51,0.3582,14337,8,1,0,0,1,517
14,0,0,0.66,0.65,0.2537,14338,8,1,0,1,0,482
15,0,0,0.64,0.73,0.3284,14339,8,1,0,0,1,233
16,0,0,0.66,0.74,0.2985,14340,8,1,0,0,1,434
17,0,0,0.66,0.74,0.3284,14341,8,1,0,0,1,403
18,0,0,0.66,0.69,0.4627,14342,8,1,0,0,1,383
19,0,0,0.64,0.78,0.2985,14343,8,1,0,0,1,354
20,0,0,0.62,0.83,0.2537,14344,8,1,0,1,0,241
21,0,0,0.62,0.83,0.3582,14345,8,1,1,0,0,208
22,0,0,0.62,0.83,0.3582,14346,8,1,1,0,0,182
23,0,0,0.62,0.83,0.2537,14347,8,1,0,0,1,158
0,0,0,0.64,0.89,0.2537,14348,8,1,1,0,0,134
1,0,0,0.64,0.89,0.1939999999999999,14349,8,1,1,0,0,134
2,0,0,0.64,0.89,0.2239,14350,8,1,0,0,1,116
3,0,0,0.64,0.89,0.2537,14351,8,1,0,0,1,53
4,0,0,0.64,0.89,0.1939999999999999,14352,8,1,0,0,1,16
5,0,0,0.64,0.89,0.1939999999999999,14353,8,1,1,0,0,16
6,0,0,0.62,0.88,0.2985,14354,8,1,1,0,0,21
7,0,0,0.64,0.89,0.1939999999999999,14355,8,1,1,0,0,34
8,0,0,0.68,0.79,0.2836,14356,8,1,1,0,0,133
9,0,0,0.68,0.79,0.2537,14357,8,1,1,0,0,263
10,0,0,0.74,0.66,0.3881,14358,8,1,1,0,0,385
11,0,0,0.74,0.66,0.3582,14359,8,1,1,0,0,482
12,0,0,0.72,0.74,0.3582,14360,8,1,0,1,0,626
13,0,0,0.66,0.78,0.4179,14361,8,1,0,1,0,541
14,0,0,0.64,0.89,0.1045,14362,8,1,1,0,0,377
15,0,0,0.64,0.89,0.2836,14363,8,1,0,1,0,391
16,0,0,0.64,0.89,0.2836,14364,8,1,0,1,0,173
17,0,0,0.64,0.89,0.2239,14365,8,1,1,0,0,233
18,0,0,0.64,0.89,0.0896,14366,8,1,0,0,1,264
19,0,0,0.64,0.89,0.1642,14367,8,1,0,0,1,292
20,0,0,0.64,0.89,0.1642,14368,8,1,1,0,0,211
21,0,0,0.64,0.83,0.1343,14369,8,1,1,0,0,166
22,0,0,0.62,0.88,0.0896,14370,8,1,1,0,0,114
23,0,0,0.62,0.83,0.0896,14371,8,1,1,0,0,80
0,0,1,0.62,0.83,0.0,14372,8,1,1,0,0,32
1,0,1,0.62,0.88,0.0896,14373,8,1,1,0,0,7
2,0,1,0.62,0.88,0.1343,14374,8,1,1,0,0,8
3,0,1,0.62,0.88,0.0896,14375,8,1,1,0,0,4
4,0,1,0.62,0.83,0.0,14376,8,1,1,0,0,12
5,0,1,0.62,0.88,0.0,14377,8,1,1,0,0,36
6,0,1,0.62,0.88,0.0,14378,8,1,1,0,0,145
7,0,1,0.66,0.83,0.0,14379,8,1,1,0,0,433
8,0,1,0.66,0.83,0.0896,14380,8,1,1,0,0,699
9,0,1,0.66,0.83,0.1045,14381,8,1,1,0,0,342
10,0,1,0.72,0.74,0.1343,14382,8,1,1,0,0,206
11,0,1,0.74,0.66,0.1939999999999999,14383,8,1,1,0,0,229
12,0,1,0.76,0.62,0.0,14384,8,1,1,0,0,283
13,0,1,0.76,0.57,0.1642,14385,8,1,1,0,0,288
14,0,1,0.8,0.49,0.0896,14386,8,1,1,0,0,246
15,0,1,0.8,0.55,0.2985,14387,8,1,1,0,0,282
16,0,1,0.8,0.55,0.2537,14388,8,1,1,0,0,444
17,0,1,0.8,0.46,0.2239,14389,8,1,1,0,0,845
18,0,1,0.78,0.52,0.2537,14390,8,1,1,0,0,834
19,0,1,0.74,0.7,0.2239,14391,8,1,1,0,0,573
20,0,1,0.74,0.7,0.1939999999999999,14392,8,1,1,0,0,416
21,0,1,0.72,0.74,0.1939999999999999,14393,8,1,1,0,0,278
22,0,1,0.7,0.84,0.1939999999999999,14394,8,1,1,0,0,161
23,0,1,0.7,0.84,0.1642,14395,8,1,1,0,0,114
0,0,1,0.7,0.84,0.2537,14396,8,1,1,0,0,38
1,0,1,0.68,0.89,0.1939999999999999,14397,8,1,1,0,0,21
2,0,1,0.68,0.83,0.2537,14398,8,1,1,0,0,15
3,0,1,0.66,0.89,0.1343,14399,8,1,1,0,0,4
4,0,1,0.66,0.83,0.1343,14400,8,1,1,0,0,8
5,0,1,0.66,0.83,0.0896,14401,8,1,0,0,1,42
6,0,1,0.66,0.89,0.1045,14402,8,1,0,0,1,147
7,0,1,0.66,0.83,0.1045,14403,8,1,0,0,1,269
8,0,1,0.66,0.85,0.1045,14404,8,1,0,0,1,693
9,0,1,0.7,0.79,0.1642,14405,8,1,0,0,1,395
10,0,1,0.74,0.62,0.2537,14406,8,1,1,0,0,204
11,0,1,0.78,0.55,0.2537,14407,8,1,1,0,0,218
12,0,1,0.8,0.49,0.2836,14408,8,1,1,0,0,297
13,0,1,0.82,0.43,0.2985,14409,8,1,1,0,0,288
14,0,1,0.84,0.38,0.3284,14410,8,1,1,0,0,251
15,0,1,0.82,0.34,0.2985,14411,8,1,1,0,0,317
16,0,1,0.82,0.33,0.3284,14412,8,1,1,0,0,480
17,0,1,0.8,0.35,0.3881,14413,8,1,1,0,0,864
18,0,1,0.78,0.4,0.2537,14414,8,1,1,0,0,818
19,0,1,0.74,0.45,0.1642,14415,8,1,1,0,0,597
20,0,1,0.72,0.48,0.1045,14416,8,1,1,0,0,435
21,0,1,0.72,0.48,0.0896,14417,8,1,1,0,0,314
22,0,1,0.7,0.54,0.0,14418,8,1,1,0,0,216
23,0,1,0.68,0.57,0.0,14419,8,1,1,0,0,109
0,0,1,0.66,0.69,0.0,14420,8,1,1,0,0,47
1,0,1,0.64,0.69,0.1343,14421,8,1,1,0,0,14
2,0,1,0.62,0.73,0.1343,14422,8,1,1,0,0,6
3,0,1,0.62,0.73,0.1045,14423,8,1,1,0,0,9
4,0,1,0.6,0.73,0.2239,14424,8,1,1,0,0,10
5,0,1,0.6,0.73,0.1939999999999999,14425,8,1,1,0,0,40
6,0,1,0.6,0.73,0.1939999999999999,14426,8,1,1,0,0,181
7,0,1,0.64,0.65,0.0896,14427,8,1,1,0,0,554
8,0,1,0.66,0.61,0.1642,14428,8,1,1,0,0,808
9,0,1,0.7,0.51,0.1939999999999999,14429,8,1,1,0,0,348
10,0,1,0.72,0.48,0.1642,14430,8,1,1,0,0,178
11,0,1,0.72,0.45,0.0,14431,8,1,1,0,0,253
12,0,1,0.76,0.4,0.0,14432,8,1,1,0,0,360
13,0,1,0.74,0.42,0.0,14433,8,1,1,0,0,300
14,0,1,0.76,0.4,0.0896,14434,8,1,1,0,0,301
15,0,1,0.76,0.4,0.1939999999999999,14435,8,1,1,0,0,338
16,0,1,0.76,0.37,0.1343,14436,8,1,1,0,0,493
17,0,1,0.78,0.35,0.2239,14437,8,1,1,0,0,870
18,0,1,0.74,0.42,0.1642,14438,8,1,1,0,0,812
19,0,1,0.7,0.54,0.1939999999999999,14439,8,1,1,0,0,643
20,0,1,0.68,0.57,0.0,14440,8,1,1,0,0,427
21,0,1,0.66,0.54,0.1045,14441,8,1,1,0,0,313
22,0,1,0.66,0.54,0.0,14442,8,1,1,0,0,235
23,0,1,0.66,0.57,0.0,14443,8,1,1,0,0,157
0,0,1,0.64,0.69,0.0,14444,8,1,1,0,0,65
1,0,1,0.64,0.65,0.0,14445,8,1,1,0,0,23
2,0,1,0.62,0.73,0.0,14446,8,1,1,0,0,17
3,0,1,0.62,0.73,0.0,14447,8,1,1,0,0,5
4,0,1,0.62,0.73,0.0,14448,8,1,1,0,0,8
5,0,1,0.62,0.73,0.0,14449,8,1,1,0,0,35
6,0,1,0.6,0.83,0.1642,14450,8,1,1,0,0,163
7,0,1,0.64,0.73,0.0,14451,8,1,1,0,0,532
8,0,1,0.66,0.65,0.0,14452,8,1,1,0,0,754
9,0,1,0.7,0.58,0.0,14453,8,1,1,0,0,396
10,0,1,0.72,0.54,0.0,14454,8,1,1,0,0,234
11,0,1,0.76,0.4,0.0896,14455,8,1,1,0,0,276
12,0,1,0.76,0.45,0.1343,14456,8,1,1,0,0,294
13,0,1,0.76,0.48,0.1045,14457,8,1,1,0,0,290
14,0,1,0.76,0.48,0.1343,14458,8,1,1,0,0,273
15,0,1,0.8,0.46,0.1642,14459,8,1,1,0,0,338
16,0,1,0.8,0.43,0.1642,14460,8,1,1,0,0,482
17,0,1,0.82,0.34,0.2239,14461,8,1,1,0,0,844
18,0,1,0.8,0.38,0.1343,14462,8,1,1,0,0,853
19,0,1,0.76,0.48,0.1343,14463,8,1,1,0,0,610
20,0,1,0.74,0.58,0.1642,14464,8,1,1,0,0,471
21,0,1,0.72,0.66,0.1343,14465,8,1,1,0,0,307
22,0,1,0.7,0.7,0.0,14466,8,1,1,0,0,291
23,0,1,0.7,0.74,0.1045,14467,8,1,1,0,0,152
0,0,1,0.68,0.83,0.1642,14468,8,1,1,0,0,82
1,0,1,0.68,0.83,0.1642,14469,8,1,1,0,0,32
2,0,1,0.66,0.89,0.1343,14470,8,1,1,0,0,20
3,0,1,0.66,0.89,0.1045,14471,8,1,1,0,0,5
4,0,1,0.64,0.89,0.1343,14472,8,1,1,0,0,7
5,0,1,0.64,0.89,0.1642,14473,8,1,1,0,0,29
6,0,1,0.64,0.89,0.1642,14474,8,1,0,0,1,108
7,0,1,0.64,0.89,0.0896,14475,8,1,0,0,1,421
8,0,1,0.7,0.74,0.0,14476,8,1,0,0,1,690
9,0,1,0.74,0.7,0.0,14477,8,1,1,0,0,398
10,0,1,0.76,0.62,0.0896,14478,8,1,1,0,0,256
11,0,1,0.86,0.28,0.2985,14479,8,1,1,0,0,309
12,0,1,0.86,0.26,0.2537,14480,8,1,1,0,0,410
13,0,1,0.88,0.27,0.3284,14481,8,1,1,0,0,368
14,0,1,0.9,0.25,0.2239,14482,8,1,1,0,0,436
15,0,1,0.9,0.27,0.2985,14483,8,1,1,0,0,526
16,0,1,0.9,0.27,0.2537,14484,8,1,1,0,0,528
17,0,1,0.88,0.32,0.1642,14485,8,1,1,0,0,617
18,0,1,0.86,0.36,0.2537,14486,8,1,1,0,0,546
19,0,1,0.8,0.49,0.1343,14487,8,1,1,0,0,452
20,0,1,0.8,0.49,0.1343,14488,8,1,1,0,0,356
21,0,1,0.76,0.58,0.1939999999999999,14489,8,1,1,0,0,303
22,0,1,0.76,0.58,0.1939999999999999,14490,8,1,1,0,0,277
23,0,1,0.74,0.62,0.1045,14491,8,1,1,0,0,174
